Timestamp,SubsystemID,MaxTemperature,FanID,FanSpeed,FanMaxRPM
2025-01-26 15:08:33,1,35.56,1,37,100
2025-01-26 15:08:33,1,35.56,2,37,100
2025-01-26 15:08:33,1,44.86,1,52,100
2025-01-26 15:08:33,1,44.86,2,52,100
2025-01-26 15:08:34,1,0.50,1,20,100
2025-01-26 15:08:34,1,0.50,2,20,100
2025-01-26 15:08:34,1,67.65,1,88,100
2025-01-26 15:08:34,1,67.65,2,88,100
2025-01-26 15:08:34,1,84.56,1,100,100
2025-01-26 15:08:34,1,84.56,2,100,100
2025-01-26 15:08:34,1,19.84,1,20,100
2025-01-26 15:08:34,1,19.84,2,20,100
2025-01-26 15:08:34,1,35.87,1,37,100
2025-01-26 15:08:34,1,35.87,2,37,100
2025-01-26 15:08:34,1,34.02,1,34,100
2025-01-26 15:08:34,1,34.02,2,34,100
2025-01-26 15:08:34,1,89.20,1,100,100
2025-01-26 15:08:34,1,89.20,2,100,100
2025-01-26 15:08:34,1,59.57,1,75,100
2025-01-26 15:08:34,1,59.57,2,75,100
2025-01-26 15:08:34,1,89.78,1,100,100
2025-01-26 15:08:34,1,89.78,2,100,100
2025-01-26 15:08:34,1,65.13,1,84,100
2025-01-26 15:08:34,1,65.13,2,84,100
2025-01-26 15:08:35,1,96.65,1,100,100
2025-01-26 15:08:35,1,96.65,2,100,100
2025-01-26 15:08:35,1,49.43,1,59,100
2025-01-26 15:08:35,1,49.43,2,59,100
2025-01-26 15:08:35,1,27.27,1,24,100
2025-01-26 15:08:35,1,27.27,2,24,100
2025-01-26 15:08:35,1,68.92,1,90,100
2025-01-26 15:08:35,1,68.92,2,90,100
2025-01-26 15:08:35,1,45.39,1,53,100
2025-01-26 15:08:35,1,45.39,2,53,100
2025-01-26 15:08:35,1,62.18,1,79,100
2025-01-26 15:08:35,1,62.18,2,79,100
2025-01-26 15:08:35,1,32.36,1,32,100
2025-01-26 15:08:35,1,32.36,2,32,100
2025-01-26 15:08:35,1,5.56,1,20,100
2025-01-26 15:08:35,1,5.56,2,20,100
2025-01-26 15:08:35,1,25.70,1,21,100
2025-01-26 15:08:35,1,25.70,2,21,100
2025-01-26 15:08:35,1,64.12,1,83,100
2025-01-26 15:08:35,1,64.12,2,83,100
2025-01-26 15:08:36,1,35.96,1,38,100
2025-01-26 15:08:36,1,35.96,2,38,100
2025-01-26 15:08:36,1,31.19,1,30,100
2025-01-26 15:08:36,1,31.19,2,30,100
2025-01-26 15:08:36,1,19.92,1,20,100
2025-01-26 15:08:36,1,19.92,2,20,100
2025-01-26 15:08:36,1,59.70,1,76,100
2025-01-26 15:08:36,1,59.70,2,76,100
2025-01-26 15:08:36,1,74.05,1,98,100
2025-01-26 15:08:36,1,74.05,2,98,100
2025-01-26 15:08:36,1,66.37,1,86,100
2025-01-26 15:08:36,1,66.37,2,86,100
2025-01-26 15:08:36,1,32.25,1,32,100
2025-01-26 15:08:36,1,32.25,2,32,100
2025-01-26 15:08:36,1,96.88,1,100,100
2025-01-26 15:08:36,1,96.88,2,100,100
2025-01-26 15:08:36,1,99.29,1,100,100
2025-01-26 15:08:36,1,99.29,2,100,100
2025-01-26 15:08:36,1,46.39,1,54,100
2025-01-26 15:08:36,1,46.39,2,54,100
2025-01-26 15:08:37,1,36.41,1,38,100
2025-01-26 15:08:37,1,36.41,2,38,100
2025-01-26 15:08:37,1,77.48,1,100,100
2025-01-26 15:08:37,1,77.48,2,100,100
2025-01-26 15:08:37,1,53.72,1,66,100
2025-01-26 15:08:37,1,53.72,2,66,100
2025-01-26 15:08:37,1,23.67,1,20,100
2025-01-26 15:08:37,1,23.67,2,20,100
2025-01-26 15:08:37,1,11.15,1,20,100
2025-01-26 15:08:37,1,11.15,2,20,100
2025-01-26 15:08:37,1,60.41,1,77,100
2025-01-26 15:08:37,1,60.41,2,77,100
2025-01-26 15:08:37,1,77.04,1,100,100
2025-01-26 15:08:37,1,77.04,2,100,100
2025-01-26 15:08:37,1,3.78,1,20,100
2025-01-26 15:08:37,1,3.78,2,20,100
2025-01-26 15:08:37,1,78.55,1,100,100
2025-01-26 15:08:37,1,78.55,2,100,100
2025-01-26 15:08:37,1,50.05,1,60,100
2025-01-26 15:08:37,1,50.05,2,60,100
2025-01-26 15:08:38,1,80.13,1,100,100
2025-01-26 15:08:38,1,80.13,2,100,100
2025-01-26 15:08:38,1,63.24,1,81,100
2025-01-26 15:08:38,1,63.24,2,81,100
2025-01-26 15:08:38,1,72.69,1,96,100
2025-01-26 15:08:38,1,72.69,2,96,100
2025-01-26 15:08:38,1,86.33,1,100,100
2025-01-26 15:08:38,1,86.33,2,100,100
2025-01-26 15:08:38,1,21.94,1,20,100
2025-01-26 15:08:38,1,21.94,2,20,100
2025-01-26 15:08:38,1,62.65,1,80,100
2025-01-26 15:08:38,1,62.65,2,80,100
2025-01-26 15:08:38,1,92.65,1,100,100
2025-01-26 15:08:38,1,92.65,2,100,100
2025-01-26 15:08:38,1,6.94,1,20,100
2025-01-26 15:08:38,1,6.94,2,20,100
2025-01-26 15:08:38,1,36.71,1,39,100
2025-01-26 15:08:38,1,36.71,2,39,100
2025-01-26 15:08:38,1,17.55,1,20,100
2025-01-26 15:08:38,1,17.55,2,20,100
2025-01-26 15:08:39,1,46.81,1,55,100
2025-01-26 15:08:39,1,46.81,2,55,100
2025-01-26 15:08:39,1,32.70,1,32,100
2025-01-26 15:08:39,1,32.70,2,32,100
2025-01-26 15:08:39,1,13.06,1,20,100
2025-01-26 15:08:39,1,13.06,2,20,100
2025-01-26 15:08:39,1,55.43,1,69,100
2025-01-26 15:08:39,1,55.43,2,69,100
2025-01-26 15:08:39,1,67.57,1,88,100
2025-01-26 15:08:39,1,67.57,2,88,100
2025-01-26 15:08:39,1,32.47,1,32,100
2025-01-26 15:08:39,1,32.47,2,32,100
2025-01-26 15:08:39,1,65.68,1,85,100
2025-01-26 15:08:39,1,65.68,2,85,100
2025-01-26 15:08:39,1,61.21,1,78,100
2025-01-26 15:08:39,1,61.21,2,78,100
2025-01-26 15:08:39,1,79.66,1,100,100
2025-01-26 15:08:39,1,79.66,2,100,100
2025-01-26 15:08:40,1,95.95,1,100,100
2025-01-26 15:08:40,1,95.95,2,100,100
2025-01-26 15:08:40,1,27.29,1,24,100
2025-01-26 15:08:40,1,27.29,2,24,100
2025-01-26 15:08:40,1,2.92,1,20,100
2025-01-26 15:08:40,1,2.92,2,20,100
2025-01-26 15:08:40,1,54.05,1,66,100
2025-01-26 15:08:40,1,54.05,2,66,100
2025-01-26 15:08:40,1,88.46,1,100,100
2025-01-26 15:08:40,1,88.46,2,100,100
2025-01-26 15:08:40,1,27.14,1,23,100
2025-01-26 15:08:40,1,27.14,2,23,100
2025-01-26 15:08:40,1,75.80,1,100,100
2025-01-26 15:08:40,1,75.80,2,100,100
2025-01-26 15:08:40,1,0.32,1,20,100
2025-01-26 15:08:40,1,0.32,2,20,100
2025-01-26 15:08:40,1,86.75,1,100,100
2025-01-26 15:08:40,1,86.75,2,100,100
2025-01-26 15:08:40,1,50.17,1,60,100
2025-01-26 15:08:40,1,50.17,2,60,100
2025-01-26 15:08:41,1,18.64,1,20,100
2025-01-26 15:08:41,1,18.64,2,20,100
2025-01-26 15:08:41,1,34.88,1,36,100
2025-01-26 15:08:41,1,34.88,2,36,100
2025-01-26 15:08:41,1,86.27,1,100,100
2025-01-26 15:08:41,1,86.27,2,100,100
2025-01-26 15:08:41,1,77.97,1,100,100
2025-01-26 15:08:41,1,77.97,2,100,100
2025-01-26 15:08:41,1,21.90,1,20,100
2025-01-26 15:08:41,1,21.90,2,20,100
2025-01-26 15:08:41,1,12.37,1,20,100
2025-01-26 15:08:41,1,12.37,2,20,100
2025-01-26 15:08:41,1,26.12,1,22,100
2025-01-26 15:08:41,1,26.12,2,22,100
2025-01-26 15:08:41,1,2.27,1,20,100
2025-01-26 15:08:41,1,2.27,2,20,100
2025-01-26 15:08:41,1,9.18,1,20,100
2025-01-26 15:08:41,1,9.18,2,20,100
2025-01-26 15:08:41,1,37.87,1,41,100
2025-01-26 15:08:41,1,37.87,2,41,100
2025-01-26 15:08:42,1,54.46,1,67,100
2025-01-26 15:08:42,1,54.46,2,67,100
2025-01-26 15:08:42,1,49.11,1,59,100
2025-01-26 15:08:42,1,49.11,2,59,100
2025-01-26 15:08:42,1,82.54,1,100,100
2025-01-26 15:08:42,1,82.54,2,100,100
2025-01-26 15:08:42,1,40.38,1,45,100
2025-01-26 15:08:42,1,40.38,2,45,100
2025-01-26 15:08:42,1,25.47,1,21,100
2025-01-26 15:08:42,1,25.47,2,21,100
2025-01-26 15:08:42,1,25.60,1,21,100
2025-01-26 15:08:42,1,25.60,2,21,100
2025-01-26 15:08:42,1,78.37,1,100,100
2025-01-26 15:08:42,1,78.37,2,100,100
2025-01-26 15:08:42,1,92.42,1,100,100
2025-01-26 15:08:42,1,92.42,2,100,100
2025-01-26 15:08:42,1,16.01,1,20,100
2025-01-26 15:08:42,1,16.01,2,20,100
2025-01-26 15:08:42,1,21.98,1,20,100
2025-01-26 15:08:42,1,21.98,2,20,100
2025-01-26 15:08:43,1,16.12,1,20,100
2025-01-26 15:08:43,1,16.12,2,20,100
2025-01-26 15:08:43,1,14.87,1,20,100
2025-01-26 15:08:43,1,14.87,2,20,100
2025-01-26 15:08:43,1,83.31,1,100,100
2025-01-26 15:08:43,1,83.31,2,100,100
2025-01-26 15:08:43,1,25.46,1,21,100
2025-01-26 15:08:43,1,25.46,2,21,100
2025-01-26 15:08:43,1,75.90,1,100,100
2025-01-26 15:08:43,1,75.90,2,100,100
2025-01-26 15:08:43,1,90.41,1,100,100
2025-01-26 15:08:43,1,90.41,2,100,100
2025-01-26 15:08:43,1,10.26,1,20,100
2025-01-26 15:08:43,1,10.26,2,20,100
2025-01-26 15:08:43,1,18.95,1,20,100
2025-01-26 15:08:43,1,18.95,2,20,100
2025-01-26 15:08:43,1,8.12,1,20,100
2025-01-26 15:08:43,1,8.12,2,20,100
2025-01-26 15:08:43,1,39.79,1,44,100
2025-01-26 15:08:43,1,39.79,2,44,100
2025-01-26 15:08:44,1,41.71,1,47,100
2025-01-26 15:08:44,1,41.71,2,47,100
2025-01-26 15:08:44,1,82.88,1,100,100
2025-01-26 15:08:44,1,82.88,2,100,100
2025-01-26 15:08:44,1,36.20,1,38,100
2025-01-26 15:08:44,1,36.20,2,38,100
2025-01-26 15:08:44,1,81.13,1,100,100
2025-01-26 15:08:44,1,81.13,2,100,100
2025-01-26 15:08:44,1,10.03,1,20,100
2025-01-26 15:08:44,1,10.03,2,20,100
2025-01-26 15:08:44,1,38.79,1,42,100
2025-01-26 15:08:44,1,38.79,2,42,100
2025-01-26 15:08:44,1,96.85,1,100,100
2025-01-26 15:08:44,1,96.85,2,100,100
2025-01-26 15:08:44,1,47.67,1,56,100
2025-01-26 15:08:44,1,47.67,2,56,100
2025-01-26 15:08:44,1,72.41,1,96,100
2025-01-26 15:08:44,1,72.41,2,96,100
2025-01-26 15:08:44,1,17.93,1,20,100
2025-01-26 15:08:44,1,17.93,2,20,100
2025-01-26 15:08:45,1,60.25,1,76,100
2025-01-26 15:08:45,1,60.25,2,76,100
2025-01-26 15:08:45,1,25.66,1,21,100
2025-01-26 15:08:45,1,25.66,2,21,100
2025-01-26 15:08:45,1,69.47,1,91,100
2025-01-26 15:08:45,1,69.47,2,91,100
2025-01-26 15:08:45,1,85.80,1,100,100
2025-01-26 15:08:45,1,85.80,2,100,100
2025-01-26 15:08:45,1,95.04,1,100,100
2025-01-26 15:08:45,1,95.04,2,100,100
2025-01-26 15:08:45,1,85.70,1,100,100
2025-01-26 15:08:45,1,85.70,2,100,100
2025-01-26 15:08:45,1,29.62,1,27,100
2025-01-26 15:08:45,1,29.62,2,27,100
2025-01-26 15:08:45,1,38.60,1,42,100
2025-01-26 15:08:45,1,38.60,2,42,100
2025-01-26 15:08:45,1,12.45,1,20,100
2025-01-26 15:08:45,1,12.45,2,20,100
2025-01-26 15:08:45,1,3.27,1,20,100
2025-01-26 15:08:45,1,3.27,2,20,100
2025-01-26 15:08:46,1,77.90,1,100,100
2025-01-26 15:08:46,1,77.90,2,100,100
2025-01-26 15:08:46,1,60.28,1,76,100
2025-01-26 15:08:46,1,60.28,2,76,100
2025-01-26 15:08:46,1,90.73,1,100,100
2025-01-26 15:08:46,1,90.73,2,100,100
2025-01-26 15:08:46,1,65.14,1,84,100
2025-01-26 15:08:46,1,65.14,2,84,100
2025-01-26 15:08:46,1,30.60,1,29,100
2025-01-26 15:08:46,1,30.60,2,29,100
2025-01-26 15:08:46,1,58.64,1,74,100
2025-01-26 15:08:46,1,58.64,2,74,100
2025-01-26 15:08:46,1,48.93,1,58,100
2025-01-26 15:08:46,1,48.93,2,58,100
2025-01-26 15:08:46,1,44.25,1,51,100
2025-01-26 15:08:46,1,44.25,2,51,100
2025-01-26 15:08:46,1,17.82,1,20,100
2025-01-26 15:08:46,1,17.82,2,20,100
2025-01-26 15:08:47,1,41.98,1,47,100
2025-01-26 15:08:47,1,41.98,2,47,100
2025-01-26 15:08:47,1,5.75,1,20,100
2025-01-26 15:08:47,1,5.75,2,20,100
2025-01-26 15:08:47,1,78.89,1,100,100
2025-01-26 15:08:47,1,78.89,2,100,100
2025-01-26 15:08:47,1,89.31,1,100,100
2025-01-26 15:08:47,1,89.31,2,100,100
2025-01-26 15:08:47,1,35.48,1,37,100
2025-01-26 15:08:47,1,35.48,2,37,100
2025-01-26 15:08:47,1,91.04,1,100,100
2025-01-26 15:08:47,1,91.04,2,100,100
2025-01-26 15:08:47,1,54.17,1,67,100
2025-01-26 15:08:47,1,54.17,2,67,100
2025-01-26 15:08:47,1,9.95,1,20,100
2025-01-26 15:08:47,1,9.95,2,20,100
2025-01-26 15:08:47,1,91.55,1,100,100
2025-01-26 15:08:47,1,91.55,2,100,100
2025-01-26 15:08:47,1,54.57,1,67,100
2025-01-26 15:08:47,1,54.57,2,67,100
2025-01-26 15:08:48,1,15.99,1,20,100
2025-01-26 15:08:48,1,15.99,2,20,100
2025-01-26 15:08:48,1,22.48,1,20,100
2025-01-26 15:08:48,1,22.48,2,20,100
2025-01-26 15:08:48,1,14.54,1,20,100
2025-01-26 15:08:48,1,14.54,2,20,100
2025-01-26 15:08:48,1,74.03,1,98,100
2025-01-26 15:08:48,1,74.03,2,98,100
2025-01-26 15:08:48,1,15.17,1,20,100
2025-01-26 15:08:48,1,15.17,2,20,100
2025-01-26 15:08:48,1,48.59,1,58,100
2025-01-26 15:08:48,1,48.59,2,58,100
2025-01-26 15:08:48,1,46.63,1,55,100
2025-01-26 15:08:48,1,46.63,2,55,100
2025-01-26 15:08:48,1,11.06,1,20,100
2025-01-26 15:08:48,1,11.06,2,20,100
2025-01-26 15:08:48,1,51.34,1,62,100
2025-01-26 15:08:48,1,51.34,2,62,100
2025-01-26 15:08:48,1,32.32,1,32,100
2025-01-26 15:08:48,1,32.32,2,32,100
2025-01-26 15:08:49,1,1.77,1,20,100
2025-01-26 15:08:49,1,1.77,2,20,100
2025-01-26 15:08:49,1,67.53,1,88,100
2025-01-26 15:08:49,1,67.53,2,88,100
2025-01-26 15:08:49,1,32.30,1,32,100
2025-01-26 15:08:49,1,32.30,2,32,100
